"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"TUR","Turkey","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",251.23,,
"TUR","Turkey","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",232.72,,
"TUR","Turkey","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",211.32,,
"TUR","Turkey","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.1,,
"TUR","Turkey","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.08,,
"TUR","Turkey","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.08,,
"TUR","Turkey","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.07,,
"TUR","Turkey","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.07,,
"TUR","Turkey","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.07,,
"TUR","Turkey","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.06,,
"TUR","Turkey","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.06,,
"TUR","Turkey","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.05,,
"TUR","Turkey","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.04,,
"TUR","Turkey","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.04,,
"TUR","Turkey","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.04,,
"TUR","Turkey","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0.03,,
"TUR","Turkey","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0.07,,
"UKR","Ukraine","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",105.44,,
"UKR","Ukraine","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",122.92,,
"UKR","Ukraine","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",124.1,,
"UKR","Ukraine","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",149.52,,
"UKR","Ukraine","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",146.8,,
"UKR","Ukraine","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",153.47,,
"UKR","Ukraine","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",162.26,,
"UKR","Ukraine","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",205.85,,
"UKR","Ukraine","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",166.85,,
"UKR","Ukraine","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",116.13,,
"UKR","Ukraine","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",106.28,,
"UKR","Ukraine","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",107.38,,
"UKR","Ukraine","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",112.54,,
"UKR","Ukraine","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",106.05,,
"UKR","Ukraine","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.45,,
"UKR","Ukraine","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.46,,
"UKR","Ukraine","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.56,,
"UKR","Ukraine","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.45,,
"UKR","Ukraine","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.36,,
"UKR","Ukraine","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.32,,
"UKR","Ukraine","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.31,,
"UKR","Ukraine","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.32,,
"UKR","Ukraine","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.31,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",60.79,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",60.86,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",60.32,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",61.33,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",56.14,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",55.23,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",54.2,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",49.88,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",42.79,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",37.53,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",30.35,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",30.98,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",28.29,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",27.6,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",28.69,,
"GBR","United Kingdom","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",27.69,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",120.83,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",117.91,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",114.22,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",114.18,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",101.7,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",98.73,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",96.07,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",88.26,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",75.77,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",66.77,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",54.17,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",55.55,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",50.64,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",49.03,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",50.5,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2015","2015",48.02,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.01,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.01,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.01,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.01,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.01,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.01,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.01,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.01,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.01,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0,,
"GBR","United Kingdom","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",148.66,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",148.07,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",149.52,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",147.82,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",146.3,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",147.23,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",143.13,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",136.97,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",123.06,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",110.45,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",106.67,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",104.19,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",106.85,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",103.4,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",102.46,,
"USA","United States","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",109.51,,
"USA","United States","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",193.27,,
"USA","United States","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",190.73,,
"USA","United States","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",190.55,,
"USA","United States","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",185.94,,
"USA","United States","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",180.02,,
"USA","United States","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",177.14,,
"USA","United States","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2006","2006",169.87,,
"USA","United States","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2007","2007",160.25,,
"USA","United States","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2008","2008",144.29,,
"USA","United States","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2009","2009",130.84,,
"USA","United States","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2010","2010",128.25,,
"USA","United States","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2011","2011",122.54,,
"USA","United States","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2012","2012",126.34,,
"USA","United States","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2013","2013",121.5,,
"USA","United States","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2014","2014",118.9,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2000","2000",0.01,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2001","2001",0.01,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2002","2002",0.01,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2003","2003",0.01,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2004","2004",0.01,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2005","2005",0.01,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2006","2006",0.01,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2007","2007",0.01,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2008","2008",0.01,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2009","2009",0.01,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2010","2010",0.01,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2011","2011",0.01,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2012","2012",0.01,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2013","2013",0.01,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2014","2014",0.01,,
"USA","United States","IND-SAFE-KILL-VEH-KM","Road fatalities per one million vehicle-km","2015","2015",0.01,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2000","2000",73.3,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2001","2001",84.17,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2002","2002",79.91,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2003","2003",66.52,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2004","2004",68.59,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2005","2005",63.06,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2006","2006",57.42,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2007","2007",53.2,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2008","2008",56.37,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2009","2009",41.95,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2010","2010",46.17,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2011","2011",43.91,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2012","2012",33.25,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2013","2013",34.37,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2014","2014",33.96,,
"ISR","Israel","IND-SAFE-KILL-PC","Road fatalities per one million inhabitants","2015","2015",38.42,,
"ISR","Israel","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2000","2000",251.7,,
"ISR","Israel","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2001","2001",283.04,,
"ISR","Israel","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2002","2002",267.85,,
"ISR","Israel","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2003","2003",224.49,,
"ISR","Israel","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2004","2004",229.18,,
"ISR","Israel","IND-SAFE-KILL-VEH","Road fatalities per one million road motor vehicles","2005","2005",207.37,,
