"COUNTRY","Country","VARIABLE","Variable","UNIT","Unit","YEAR","Year","Value","Flag Codes","Flags"
"ISL","Iceland","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2001","2001",1630000000,,
"ISL","Iceland","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2002","2002",2423000000,,
"ISL","Iceland","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2003","2003",1289000000,,
"ISL","Iceland","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2004","2004",2998000000,,
"ISL","Iceland","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2005","2005",1781000000,,
"ISL","Iceland","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2006","2006",3011000000,,
"ISL","Iceland","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2007","2007",3218000000,,
"ISL","Iceland","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2008","2008",2983000000,,
"ISL","Iceland","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2009","2009",3435000000,,
"ISL","Iceland","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2010","2010",2344000000,,
"ISL","Iceland","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2011","2011",2725000000,,
"ISL","Iceland","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2012","2012",2454000000,,
"ISL","Iceland","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2013","2013",2521700000,,
"ISL","Iceland","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2014","2014",2346400000,,
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1995","1995",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1996","1996",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1997","1997",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1998","1998",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","1999","1999",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2000","2000",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2001","2001",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2002","2002",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2003","2003",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2004","2004",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2006","2006",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2007","2007",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2008","2008",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2009","2009",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2013","2013",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2014","2014",,"M","Missing value; data cannot exist"
"SWE","Sweden","I-INV-IWW","Inland waterway infrastucture investment","NAT","National currency","2015","2015",,"M","Missing value; data cannot exist"
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","1995","1995",496000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","1996","1996",415000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","1997","1997",513000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","1998","1998",518000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","1999","1999",506000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2000","2000",556000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2001","2001",992000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2002","2002",1387000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2003","2003",2212000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2004","2004",2020000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2005","2005",1512000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2006","2006",1829000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2007","2007",2164000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2008","2008",2132000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2009","2009",1773000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2010","2010",1744000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2011","2011",1235000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2012","2012",943000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2013","2013",585000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2014","2014",363000000,,
"ESP","Spain","I-INV-AIR","Airport infrastructure investment","NAT","National currency","2015","2015",293000000,"P","Provisional value"
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1995","1995",62000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1996","1996",51000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1997","1997",72000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1998","1998",86000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","1999","1999",86000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2000","2000",93000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2001","2001",31000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2002","2002",22000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2003","2003",22000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2004","2004",84000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2005","2005",44000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2006","2006",114000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2007","2007",157000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2008","2008",128000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2009","2009",100000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2010","2010",112000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2011","2011",83000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2012","2012",62000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2013","2013",34000000,,
"PRT","Portugal","I-INV-SEA","Maritime port infrastructure investment","NAT","National currency","2014","2014",87786343,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","1995","1995",335000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","1996","1996",756000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","1997","1997",977000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","1998","1998",1742000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","1999","1999",2031000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","2000","2000",1864000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","2001","2001",1746000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","2002","2002",3990000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","2003","2003",7012000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","2004","2004",5485000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","2005","2005",4382000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","2006","2006",4692000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","2007","2007",5415000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","2008","2008",5824000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","2009","2009",4696000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","2010","2010",2477000000,,
"HRV","Croatia","I-INV-RD-MOTW","Road infrastructure investment: Of which motorway","NAT","National currency","2011","2011",2045000000,,
