time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2012-10-29T12:39:24.100Z,35.2031667,-90.6323333,21.04,3.9,mlg,57,46,0.1301,0.26,nm,nm609579,2016-04-07T19:46:42.425Z,"8km SW of Parkin, Arkansas",earthquake,0.2,0.4,0.205,3,reviewed,nm,nm
2012-10-16T23:12:25.080Z,43.5973333,-70.656,16.09,4.67,ml,27,116,,0.27,ld,ld60036706,2016-12-07T19:20:09.897Z,"Maine",earthquake,0.47,0.79,0.15,42,reviewed,ld,ld
2012-10-10T04:19:29.090Z,45.7553333,-73.2685,8.55,3.93,ml,20,189,0.3562,0.44,ld,ld60036501,2016-05-26T21:23:12.350Z,"southern Quebec, Canada",earthquake,1.12,1.32,0.18,35,reviewed,ld,ld
2012-09-22T16:10:41.370Z,48.442,-83.266,18,3.9,mblg,77,35.6,,,us,usp000jsqy,2015-03-24T02:07:21.655Z,"Ontario, Canada",earthquake,,,,,reviewed,ott,ott
2012-08-19T08:24:23.490Z,35.24,-92.3795,4.38,3.3,mlg,27,39,,0.17,nm,nm609509,2016-04-07T19:38:00.000Z,"0km NE of Greenbrier, Arkansas",earthquake,0.5,1,0.592,3,reviewed,nm,nm
2012-08-04T18:27:49.630Z,47.234,-70.597,18,3.8,mblg,49,61.1,,,us,usp000jpwj,2015-03-24T02:36:05.435Z,"St. Lawrence Valley region, Quebec, Canada",earthquake,,,,,reviewed,ott,ott
2012-06-17T13:40:31.700Z,36.411,-89.5295,8.44,3.3,mlg,37,38,0.04389,0.04,nm,nm609443,2016-04-07T19:30:56.440Z,"6km NW of Tiptonville, Tennessee",earthquake,0.2,0.6,0.229,1,reviewed,nm,nm
2012-05-17T08:12:00.990Z,31.926,-94.369,5,4.8,mwr,300,18.3,,1.24,us,usp000jkhb,2015-03-24T01:29:25.291Z,"eastern Texas",earthquake,,,,,reviewed,us,us
2012-05-10T22:54:05.570Z,38.8066667,-87.4606667,10.7,3.1,mlg,31,37,,0.25,nm,nm609413,2016-04-07T19:27:42.600Z,"13km WNW of Bicknell, Indiana",earthquake,0.4,0.8,,,reviewed,nm,nm
2012-05-10T15:15:38.840Z,31.964,-94.465,7,3.9,mwr,122,57.6,,1.52,us,usp000jk92,2015-03-24T01:43:41.124Z,"eastern Texas",earthquake,,11,,,reviewed,us,us
2012-04-12T15:43:53.780Z,42.021,-65.729,18,3.4,ml,21,220.9,,,us,usp000jhse,2014-11-07T01:47:30.359Z,"North Atlantic Ocean",earthquake,,,,,reviewed,ott,ott
2012-04-12T15:33:44.590Z,41.974,-65.842,18,3.8,ml,24,209.6,,,us,usp000jhsd,2014-11-07T01:47:30.356Z,"North Atlantic Ocean",earthquake,,,,,reviewed,ott,ott
2012-04-12T04:32:03.150Z,41.941,-65.766,18,3.8,ml,17,210.7,,,us,usp000jhqn,2014-11-07T01:47:29.819Z,"North Atlantic Ocean",earthquake,,,,,reviewed,ott,ott
2012-04-12T04:29:55.000Z,41.709,-65.634,10,4.2,mb,52,137.5,,0.96,us,usp000jhqm,2014-11-07T01:47:29.813Z,"North Atlantic Ocean",earthquake,,,,1,reviewed,us,us
2012-04-12T02:29:39.270Z,41.927,-65.762,18,4.5,mb,218,76.6,,,us,usp000jhq9,2015-03-24T01:28:14.676Z,"North Atlantic Ocean",earthquake,,,,97,reviewed,ott,us
2012-03-30T23:29:59.320Z,47.354,-66.094,5,3.4,mblg,10,139.3,,,us,usp000jh0u,2014-11-07T01:47:20.803Z,"New Brunswick, Canada",earthquake,,,,,reviewed,ott,ott
2012-03-26T03:21:50.950Z,37.9063333,-77.9878333,8.65,3,mw,15,113,0.02748,0.1,se,se609674,2016-05-26T21:22:33.730Z,"13km S of Louisa, Virginia",earthquake,0.5,0.6,,,reviewed,se,se
2012-02-24T22:47:22.370Z,47.616,-70.226,1.4,4,mblg,63,40.4,,,us,usp000jfbf,2015-03-24T02:13:54.845Z,"St. Lawrence Valley region, Quebec, Canada",earthquake,,,,,reviewed,ott,ott
2012-02-21T09:58:43.650Z,36.8733333,-89.4226667,7.81,3.9,mw,65,38,,0.19,nm,nm609348,2016-04-07T19:21:56.169Z,"8km SW of Charleston, Missouri",earthquake,0.18,0.46,0.042,3,reviewed,nm,nm
2012-01-30T23:39:47.250Z,37.9453333,-77.983,3.18,3.1,mw,16,82,0.01197,0.14,se,se609654,2016-05-26T21:22:24.080Z,"9km SSE of Louisa, Virginia",earthquake,0.7,0.9,,,reviewed,se,se
2012-01-26T22:35:55.790Z,41.576,-85.49,4.7,3,mblg,19,66,,1.5,us,usp000je0q,2014-11-07T01:46:50.763Z,"Indiana",earthquake,,8.7,,,reviewed,us,ott
2012-01-22T05:59:46.490Z,46.3716667,-75.125,10,3.1,ml,8,295,0.7124,0.39,ld,ld60029501,2016-05-26T21:22:19.320Z,"southern Quebec, Canada",earthquake,1.69,31.61,0.16,22,reviewed,ld,ld
2011-12-31T20:05:01.060Z,41.1215,-80.6843333,5,4,ml,9,138,0.5495,0.23,ld,ld60029101,2016-09-25T13:11:22.227Z,"Youngstown-Akron urban area, Ohio",earthquake,0.5,31.61,0.14,13,reviewed,ld,ld
2011-11-29T17:02:25.000Z,47.55,-70.25,14,3.4,mblg,25,193.1,,,us,usp000jbm2,2014-11-07T01:46:25.859Z,"St. Lawrence Valley region, Quebec, Canada",earthquake,,,,,reviewed,ott,ott
2011-10-12T16:40:00.370Z,37.9401667,-77.983,4.01,3,mw,17,71,,0.08,se,se609267,2016-04-08T14:05:18.670Z,"9km S of Louisa, Virginia",earthquake,0.4,0.7,0.412,6,reviewed,se,se
2011-10-05T09:38:30.490Z,35.3678333,-92.2726667,4.62,3.3,mw,14,60,0.03572,0.2,nm,nm609027,2016-04-08T13:39:43.950Z,"18km NE of Greenbrier, Arkansas",earthquake,0.4,0.5,0.701,4,reviewed,nm,nm
2011-10-03T22:36:32.390Z,31.157,-65.065,10,4.5,mb,109,66.5,,1.31,us,usp000j8w6,2014-11-07T01:46:02.825Z,"Bermuda region",earthquake,,,,44,reviewed,us,us
2011-10-03T22:18:05.660Z,31.125,-65.082,10,4.4,mb,85,76.4,,1.38,us,usp000j8w4,2014-11-07T01:46:02.803Z,"Bermuda region",earthquake,,,,31,reviewed,us,us
2011-09-22T23:32:09.770Z,36.818,-90.7486667,11.45,3.6,mlg,37,87,,0.28,nm,nm609016,2016-04-08T13:39:53.086Z,"22km NNE of Doniphan, Missouri",earthquake,0.6,0.8,,,reviewed,nm,nm
2011-09-18T19:19:14.040Z,45.6013333,-75.2345,5,3.84,ml,20,222,0.1991,0.22,ld,ld60026001,2016-05-26T21:21:43.440Z,"Ontario-Quebec border region, Canada",earthquake,0.59,31.61,0.17,10,reviewed,ld,ld
2011-09-13T22:59:23.550Z,33.56,-86.554,19.2,3,mblg,19,60.3,,,us,usp000j80n,2016-04-08T14:03:10.930Z,"1km NNW of Leeds, Alabama",earthquake,,,,,reviewed,ceri,us
2011-09-01T09:09:37.960Z,37.9501667,-77.932,3.42,3.4,mlg,26,60,,0.28,se,se609240,2016-04-08T14:02:25.760Z,"10km SE of Louisa, Virginia",earthquake,0.2,0.4,0.708,4,reviewed,se,se
2011-08-31T17:36:02.670Z,39.51,-81.47,5,3.1,mblg,4,124.3,,,us,usp000j7b5,2014-11-07T01:45:45.276Z,"Ohio",earthquake,,,,,reviewed,ogso,ogso
2011-08-27T06:25:41.560Z,46.778,-70.667,18,3.5,mblg,25,57,,,us,usp000j73h,2015-01-30T13:13:51.640Z,"southern Quebec, Canada",earthquake,,,,,reviewed,ott,ott
2011-08-25T05:07:52.290Z,37.9468333,-77.9671667,6.81,4.5,mlg,26,76,,0.51,se,se609218,2017-06-29T15:33:45.929Z,"9km SSE of Louisa, Virginia",earthquake,1.4,1.3,1.642,4,reviewed,se,se
2011-08-24T17:14:32.670Z,44.703,-74.3821667,5,3.19,ml,15,108,0.163,0.28,ld,ld60024626,2016-05-26T21:21:06.920Z,"New York",earthquake,0.42,31.61,0.16,8,reviewed,ld,ld
2011-08-24T04:45:25.960Z,37.8251667,-77.948,0.05,3.4,mlg,10,129,,0.37,se,se609216,2016-04-08T13:59:53.000Z,"16km NNW of Goochland, Virginia",earthquake,2.7,2.8,,,reviewed,se,se
2011-08-24T00:04:36.870Z,37.9146667,-77.9545,0,4.2,mlg,21,121,,0.31,se,se609215,2016-04-08T13:59:46.610Z,"13km SSE of Louisa, Virginia",earthquake,1.6,2.1,,,reviewed,se,se
2011-08-23T17:51:04.250Z,37.9096667,-77.9363333,6,5.8,mw,23,80,,0.48,se,se609212,2017-06-27T17:03:00.855Z,"14km SSE of Louisa, Virginia",earthquake,1.9,2.4,,0,reviewed,se,se
2011-06-16T07:20:40.180Z,48.266,-69.65,23,3.8,mblg,56,39.8,,,us,usp000j38p,2015-01-30T15:49:49.373Z,"St. Lawrence Valley region, Quebec, Canada",earthquake,,,,,reviewed,ott,ott
2011-06-07T08:10:36.690Z,38.0773333,-90.902,20.83,3.9,mw,24,66,0.3251,0.22,nm,nm608924,2016-04-08T13:30:09.195Z,"18km NNW of Potosi, Missouri",earthquake,0.7,1,0.176,1,reviewed,nm,nm
2011-06-05T15:35:21.050Z,41.03,-82.08,5,3,mblg,8,71.5,,,us,usp000j2rt,2016-05-26T21:20:34.740Z,"Ohio",earthquake,,,,,reviewed,ogso,ogso
2011-05-07T13:08:29.280Z,35.2501667,-92.3795,6,3.1,md,17,70,0.01859,0.2,nm,nm608891,2016-04-08T13:25:15.600Z,"1km NNE of Greenbrier, Arkansas",earthquake,0.4,0.3,0.304,6,reviewed,nm,nm
2011-05-03T03:02:50.000Z,36.954,-89.121,0,3.1,mblg,31,71,,,us,usp000j0xp,2015-03-24T01:53:08.808Z,"Missouri",earthquake,,,,,reviewed,exp,us
2011-04-24T06:18:57.000Z,35.2255,-92.379,5.41,3.2,mlg,18,72,0.02395,0.2,nm,nm608854,2016-04-08T13:21:21.340Z,"1km SE of Greenbrier, Arkansas",earthquake,0.4,0.3,0.384,5,reviewed,nm,nm
2011-04-23T12:20:31.560Z,35.2675,-92.3586667,5.18,3.1,mlg,17,69,0.02525,0.18,nm,nm608850,2016-04-08T13:20:55.890Z,"4km NE of Greenbrier, Arkansas",earthquake,0.4,0.4,0.426,6,reviewed,nm,nm
2011-04-19T10:33:09.310Z,35.2528333,-92.363,3.42,3.3,mlg,17,70,0.03211,0.2,nm,nm608846,2016-04-08T13:20:30.570Z,"3km NE of Greenbrier, Arkansas",earthquake,0.4,0.4,0.56,6,reviewed,nm,nm
2011-04-18T15:38:03.890Z,32.461,-65.597,10,4.6,mb,74,77.7,,0.85,us,usp000j06z,2015-03-24T01:45:55.637Z,"Bermuda region",earthquake,,6.7,,46,reviewed,us,us
2011-04-16T20:44:41.960Z,35.3493333,-92.6673333,2.8,3,mlg,15,60,0.2434,0.26,nm,nm608837,2016-04-08T13:19:33.900Z,"23km NNE of Morrilton, Arkansas",earthquake,1,5.4,0.138,4,reviewed,nm,nm
2011-04-08T16:46:19.630Z,35.2576667,-92.3758333,6.12,3.5,mlg,17,69,0.02511,0.17,nm,nm608793,2016-04-08T13:17:12.652Z,"2km NNE of Greenbrier, Arkansas",earthquake,0.5,0.3,0.698,6,reviewed,nm,nm
2011-04-08T14:56:32.450Z,35.261,-92.3625,6.22,3.9,mw,18,69,0.03156,0.18,nm,nm608790,2016-04-08T13:16:44.357Z,"3km NE of Greenbrier, Arkansas",earthquake,0.4,0.3,,,reviewed,nm,nm
2011-04-08T10:12:53.510Z,35.2521667,-92.3911667,5.2,3,mlg,16,75,0.01231,0.21,nm,nm608787,2016-04-08T13:14:18.280Z,"2km N of Greenbrier, Arkansas",earthquake,0.5,0.4,0.266,6,reviewed,nm,nm
2011-04-08T03:27:58.470Z,35.2561667,-92.3891667,5.46,3.2,mlg,16,73,0.01653,0.2,nm,nm608778,2016-04-08T13:13:21.030Z,"2km N of Greenbrier, Arkansas",earthquake,0.5,0.4,0.388,6,reviewed,nm,nm
2011-04-07T23:11:09.760Z,35.2505,-92.3726667,6.07,3.7,mw,16,74,0.02388,0.18,nm,nm608769,2016-04-08T13:13:45.712Z,"2km NE of Greenbrier, Arkansas",earthquake,0.5,0.3,0.715,3,reviewed,nm,nm
2011-04-07T02:34:50.450Z,35.2318333,-92.3666667,6.26,3.4,mw,20,72,0.0292,0.12,nm,nm608762,2016-04-08T13:11:39.710Z,"1km E of Greenbrier, Arkansas",earthquake,0.6,0.6,0.376,6,reviewed,nm,nm
2011-03-29T16:04:35.590Z,46.569,-76.959,18,3.5,mblg,18,116.6,,,us,usp000hyvq,2016-05-26T21:20:05.410Z,"southern Quebec, Canada",earthquake,,,,,reviewed,ott,ott
2011-03-22T19:56:05.330Z,35.2496667,-92.4026667,5.54,3.3,mlg,17,69,0.007763,0.16,nm,nm608717,2016-04-08T13:06:56.300Z,"2km NW of Greenbrier, Arkansas",earthquake,0.9,0.5,0.688,4,reviewed,nm,nm
2011-03-17T17:59:47.230Z,35.2416667,-92.3991667,4.98,3,md,16,70,0.0008777,0.12,nm,nm608694,2016-04-19T21:15:52.869Z,"1km NW of Greenbrier, Arkansas",earthquake,1,0.6,0.158,6,reviewed,nm,nm
2011-03-16T17:36:56.460Z,45.6165,-74.537,10,3.87,ml,13,241,0.9973,0.45,ld,ld60013616,2016-05-26T21:20:02.180Z,"Ontario-Quebec border region, Canada",earthquake,1.68,31.61,0.21,14,reviewed,ld,ld
2011-03-09T20:48:31.350Z,35.2433333,-92.3975,5.86,3.5,mlg,17,53,0.002359,0.17,nm,nm608629,2016-04-08T12:58:59.002Z,"1km NW of Greenbrier, Arkansas",earthquake,0.5,0.3,0.447,6,reviewed,nm,nm
2011-03-03T15:55:24.860Z,35.2413333,-92.3888333,6.58,3.5,mw,18,53,0.009201,0.14,nm,nm608571,2016-04-08T12:52:53.437Z,"0km N of Greenbrier, Arkansas",earthquake,0.6,0.4,0.664,7,reviewed,nm,nm
2011-03-03T15:31:49.430Z,35.2663333,-92.3713333,5.97,3,md,17,54,0.02727,0.21,nm,nm608570,2016-04-08T12:51:29.240Z,"3km NNE of Greenbrier, Arkansas",earthquake,0.4,0.3,0.208,6,reviewed,nm,nm
2011-03-01T16:03:05.770Z,35.2403333,-92.3913333,4.98,3.3,mw,17,53,0.007353,0.13,nm,nm608544,2016-04-08T12:48:44.940Z,"0km NNW of Greenbrier, Arkansas",earthquake,0.7,0.3,0.463,6,reviewed,nm,nm
2011-03-01T15:58:46.510Z,35.237,-92.3836667,5.62,3.3,mw,17,53,0.01436,0.16,nm,nm608543,2016-04-08T12:48:38.470Z,"0km NE of Greenbrier, Arkansas",earthquake,0.8,0.9,0.697,5,reviewed,nm,nm
2011-03-01T10:56:20.180Z,35.2888333,-92.34,2.39,3.2,mw,15,59,0.0186,0.18,nm,nm608540,2016-04-08T12:48:19.260Z,"7km NE of Greenbrier, Arkansas",earthquake,0.5,0.4,0.475,6,reviewed,nm,nm
2011-02-28T13:06:46.040Z,35.271,-92.3415,3.09,3,mw,15,75,0.02746,0.17,nm,nm608526,2016-04-08T12:46:50.570Z,"5km NE of Greenbrier, Arkansas",earthquake,0.5,0.4,0.402,6,reviewed,nm,nm
2011-02-28T08:46:11.670Z,35.2821667,-92.3415,2.47,3.4,mw,17,54,0.01994,0.19,nm,nm608518,2016-04-08T12:46:00.010Z,"6km NE of Greenbrier, Arkansas",earthquake,0.5,0.5,0.481,6,reviewed,nm,nm
2011-02-28T05:18:00.320Z,35.2705,-92.3738333,4.11,3.6,mw,18,75,0.02402,0.13,nm,nm608511,2016-04-08T12:47:46.168Z,"4km NNE of Greenbrier, Arkansas",earthquake,0.4,0.4,0.673,3,reviewed,nm,nm
2011-02-28T05:00:50.240Z,35.2686667,-92.3545,3.16,4.7,mw,19,54,,0.21,nm,nm608509,2017-04-13T22:25:58.987Z,"4km NE of Greenbrier, Arkansas",earthquake,0.5,0.4,1.334,2,reviewed,nm,nm
2011-02-26T14:35:02.050Z,35.2756667,-92.3486667,2.84,3.4,mlg,16,54,0.02025,0.19,nm,nm608496,2016-04-08T12:43:41.070Z,"5km NE of Greenbrier, Arkansas",earthquake,0.4,0.4,0.67,5,reviewed,nm,nm
2011-02-25T09:49:01.400Z,35.2775,-92.3741667,5.84,3.5,mw,17,54,0.01797,0.2,nm,nm608489,2016-04-08T12:44:13.378Z,"4km NNE of Greenbrier, Arkansas",earthquake,0.5,0.3,0.634,6,reviewed,nm,nm
2011-02-25T08:49:57.370Z,35.2595,-92.3738333,6.16,3.1,mlg,17,53,0.02753,0.18,nm,nm608487,2016-04-08T12:42:44.130Z,"3km NNE of Greenbrier, Arkansas",earthquake,0.5,0.4,0.329,6,reviewed,nm,nm
2011-02-24T07:35:24.380Z,35.3401667,-92.3151667,4.7,3.2,mlg,18,57,0.03958,0.21,nm,nm608471,2016-04-08T12:41:02.280Z,"13km NNE of Greenbrier, Arkansas",earthquake,0.6,0.5,0.479,6,reviewed,nm,nm
2011-02-24T00:24:45.830Z,35.2871667,-92.356,3.86,3.4,md,17,54,0.007479,0.2,nm,nm608462,2016-04-08T12:40:05.030Z,"6km NNE of Greenbrier, Arkansas",earthquake,0.5,0.5,0.665,6,reviewed,nm,nm
2011-02-23T14:21:32.420Z,42.157,-82.43,5,3,mblg,10,97.3,,,us,usp000huzf,2016-05-26T21:19:59.580Z,"southern Ontario, Canada",earthquake,,,,,reviewed,ott,ott
2011-02-21T16:17:32.480Z,35.2648333,-92.3851667,5.97,3.4,mlg,16,54,0.03347,0.26,nm,nm608446,2016-04-08T12:38:23.970Z,"3km N of Greenbrier, Arkansas",earthquake,0.5,0.5,1.069,4,reviewed,nm,nm
2011-02-20T15:15:00.370Z,35.2596667,-92.3753333,5.13,3.6,mw,15,53,0.03458,0.23,nm,nm608418,2016-04-08T12:36:47.164Z,"3km NNE of Greenbrier, Arkansas",earthquake,0.5,0.6,0.738,5,reviewed,nm,nm
2011-02-19T23:04:58.300Z,35.2683333,-92.3743333,6.69,3.4,mlg,13,79,0.02618,0.2,nm,nm608412,2016-04-08T12:34:50.520Z,"4km NNE of Greenbrier, Arkansas",earthquake,0.7,0.5,0.376,5,reviewed,nm,nm
2011-02-18T23:15:31.970Z,30.08,-88.001,5,3.5,mblg,31,163.5,,1.23,us,usp000huqz,2015-03-24T01:15:07.929Z,"Mississippi",earthquake,,,,,reviewed,us,us
2011-02-18T12:18:24.360Z,35.2686667,-92.3688333,5.92,3.2,mlg,16,54,0.02451,0.23,nm,nm608402,2016-04-08T12:33:47.220Z,"4km NNE of Greenbrier, Arkansas",earthquake,0.7,0.5,0.476,6,reviewed,nm,nm
2011-02-18T08:13:35.340Z,35.2713333,-92.3775,6.21,4.1,mw,16,74,0.02464,0.19,nm,nm608397,2016-04-08T12:39:18.386Z,"4km NNE of Greenbrier, Arkansas",earthquake,0.5,0.4,0.823,3,reviewed,nm,nm
2011-02-18T04:59:50.490Z,35.2573333,-92.37,5.04,3.9,mw,17,53,0.03578,0.18,nm,nm608392,2016-04-08T12:34:36.968Z,"3km NNE of Greenbrier, Arkansas",earthquake,0.6,0.7,1.28,6,reviewed,nm,nm
2011-02-17T10:49:48.640Z,35.2715,-92.3576667,6.29,3.8,mw,17,54,0.02141,0.19,nm,nm608368,2016-04-08T12:31:38.705Z,"4km NNE of Greenbrier, Arkansas",earthquake,0.6,0.3,0.441,6,reviewed,nm,nm
2011-02-16T21:46:17.080Z,35.2698333,-92.361,6.56,3.5,mlg,16,54,0.02277,0.16,nm,nm608354,2016-04-08T12:30:09.696Z,"4km NNE of Greenbrier, Arkansas",earthquake,0.5,0.3,0.742,4,reviewed,nm,nm
2010-12-30T12:55:21.960Z,40.43,-85.914,5,3.8,mwr,75,26.9,,1.06,us,usp000hsa5,2015-03-24T01:37:50.821Z,"Indiana",earthquake,,,,,reviewed,us,us
2010-12-13T06:59:01.090Z,35.3161667,-92.323,5.35,3.1,mlg,15,55,0.03814,0.27,nm,nm608114,2016-04-08T15:48:15.540Z,"10km NNE of Greenbrier, Arkansas",earthquake,0.6,0.4,0.387,5,reviewed,nm,nm
2010-11-30T15:45:57.040Z,39.9546667,-71.571,19.92,3.68,ml,36,232,1.705,0.51,ld,ld2010113000,2016-08-31T19:47:02.286Z,"off the east coast of the United States",earthquake,3.6,5.35,0.14,,reviewed,ld,ld
2010-11-20T19:06:35.400Z,35.3191667,-92.3031667,4.47,3.9,mw,19,50,0.03132,0.21,nm,nm607899,2016-04-08T15:27:13.767Z,"12km NE of Greenbrier, Arkansas",earthquake,0.5,0.5,0.667,6,reviewed,nm,nm
2010-10-28T23:06:09.850Z,47.425,-70.476,7.9,3,mblg,15,82.9,,,us,usp000hnqn,2014-11-07T01:42:46.750Z,"St. Lawrence Valley region, Quebec, Canada",earthquake,,,,,reviewed,ott,ott
2010-10-16T09:43:18.830Z,35.2885,-92.3326667,6,3.5,mw,19,74,0.02456,0.18,nm,nm607654,2016-04-08T15:01:57.343Z,"7km NE of Greenbrier, Arkansas",earthquake,0.5,0.4,0.957,6,reviewed,nm,nm
2010-10-15T18:40:17.780Z,35.3003333,-92.3375,5.33,3,mlg,16,73,0.02166,0.22,nm,nm607649,2016-04-08T14:59:37.500Z,"8km NNE of Greenbrier, Arkansas",earthquake,0.5,0.5,0.637,5,reviewed,nm,nm
2010-10-15T10:20:18.980Z,35.2943333,-92.3395,7.03,3.8,mw,18,73,0.0187,0.2,nm,nm607646,2016-04-08T15:01:00.758Z,"8km NNE of Greenbrier, Arkansas",earthquake,0.6,0.5,0.968,6,reviewed,nm,nm
2010-10-14T10:07:33.850Z,35.2991667,-92.3521667,4.53,3.4,mw,19,79,0.01052,0.2,nm,nm607638,2016-04-08T14:58:28.090Z,"7km NNE of Greenbrier, Arkansas",earthquake,0.8,0.6,0.926,7,reviewed,nm,nm
2010-10-11T16:06:04.880Z,35.3146667,-92.3355,5.85,3.6,mw,19,58,0.03102,0.2,nm,nm607607,2016-04-08T14:57:29.310Z,"10km NNE of Greenbrier, Arkansas",earthquake,0.5,0.5,0.932,5,reviewed,nm,nm
2010-10-11T13:33:40.190Z,35.3038333,-92.3166667,4.94,4.1,mw,19,78,0.02651,0.24,nm,nm607604,2016-04-08T15:01:00.996Z,"10km NE of Greenbrier, Arkansas",earthquake,0.6,0.6,1.369,6,reviewed,nm,nm
2010-10-10T12:48:22.940Z,35.322,-92.3323333,4.66,3,mlg,16,128,0.03818,0.25,nm,nm607592,2016-04-08T14:53:38.640Z,"10km NNE of Greenbrier, Arkansas",earthquake,0.5,0.5,1.022,6,reviewed,nm,nm
2010-10-09T04:13:40.160Z,35.3093333,-92.3366667,5.63,3,mlg,17,128,0.02676,0.19,nm,nm607573,2016-04-08T14:51:39.160Z,"9km NNE of Greenbrier, Arkansas",earthquake,0.6,0.7,0.82,5,reviewed,nm,nm
2010-10-08T11:08:33.890Z,47.107,-70.679,27.8,3.1,mblg,21,54.5,,,us,usp000hmtv,2014-11-07T01:42:40.519Z,"St. Lawrence Valley region, Quebec, Canada",earthquake,,,,,reviewed,ott,ott
2010-10-07T23:10:53.420Z,47.406,-70.327,12.7,3,mblg,16,69.1,,,us,usp000hmr4,2014-11-07T01:42:39.688Z,"St. Lawrence Valley region, Quebec, Canada",earthquake,,,,,reviewed,ott,ott
2010-10-02T20:17:00.050Z,37.8531667,-77.5186667,19.2,3,mlg,20,164,,0.21,se,se608220,2016-04-08T15:59:23.500Z,"10km NNW of Ashland, Virginia",earthquake,3.6,2.8,0.599,6,reviewed,se,se
2010-09-26T03:28:11.120Z,43.3233333,-71.5896667,5,3.15,ml,13,220,0.8168,0.36,ld,ld60009101,2016-05-26T21:19:42.020Z,"New Hampshire",earthquake,1.49,31.61,0.15,5,reviewed,ld,ld
2010-08-07T14:34:22.110Z,47.014,-70.654,25.4,3.5,mblg,16,52.4,,,us,usp000hhqg,2015-01-31T03:35:38.539Z,"St. Lawrence Valley region, Quebec, Canada",earthquake,,,,,reviewed,ott,ott
2010-08-02T04:34:29.350Z,30.815,-90.854,0.4,3,mblg,16,184.2,,,us,usp000hhbw,2016-04-08T14:37:44.010Z,"14km E of Clinton, Louisiana",earthquake,,,,,reviewed,ceri,us
2010-07-25T18:36:25.640Z,44.424,-66.846,5,3.2,mblg,22,151.9,,,us,usp000hgt9,2015-01-30T05:40:29.111Z,"Nova Scotia, Canada",earthquake,,,,,reviewed,ott,ott
2010-07-23T17:24:22.000Z,46.5,-71.62,18,3.51,ml,0,,2.733,,ld,ld60004916,2016-05-26T21:19:32.170Z,"St. Lawrence Valley region, Quebec, Canada",earthquake,,,0.15,0,reviewed,ld,ld
2010-07-16T09:04:47.800Z,39.2606667,-77.4103333,7.03,3.6,ml,23,176,0.4666,0.4,ld,ld2010071600,2016-05-27T19:29:27.660Z,"1km NW of Germantown, Maryland",earthquake,1.02,0.87,0.17,,reviewed,ld,ld
2010-06-28T06:36:34.930Z,35.2241667,-91.8633333,0.06,3.2,mlg,25,106,0.1253,0.23,nm,nm607395,2016-04-08T14:32:53.670Z,"11km WSW of Searcy, Arkansas",earthquake,1.3,2.6,0.384,7,reviewed,nm,nm
2010-06-26T23:47:39.580Z,35.2083333,-91.8686667,0,3.3,mlg,25,106,0.1341,0.29,nm,nm607391,2016-04-08T14:32:28.350Z,"12km WSW of Searcy, Arkansas",earthquake,1.5,1.3,0.457,6,reviewed,nm,nm
2010-06-24T23:49:08.170Z,45.871,-75.518,16.7,3.2,mblg,16,91.9,,,us,usp000hegd,2014-11-07T01:41:44.075Z,"Ontario-Quebec border region, Canada",earthquake,,,,,reviewed,ott,ott
2010-06-23T23:34:03.160Z,45.871,-75.474,22.9,3.3,mblg,12,143,,,us,usp000heer,2014-11-07T01:41:43.800Z,"Ontario-Quebec border region, Canada",earthquake,,,,,reviewed,ott,ott
2010-06-23T18:29:02.990Z,45.897,-75.465,18,3,mblg,16,134.6,,,us,usp000heea,2014-11-07T01:41:43.767Z,"Ontario-Quebec border region, Canada",earthquake,,,,,reviewed,ott,ott
2010-06-23T18:07:13.950Z,45.89,-75.51,18,3,mblg,6,145.9,,,us,usp000hee5,2014-11-07T01:41:43.758Z,"Ontario-Quebec border region, Canada",earthquake,,,,,reviewed,ott,ott
2010-06-23T17:53:34.490Z,45.878,-75.477,18,3.1,mblg,10,143.9,,,us,usp000hee1,2014-11-07T01:41:43.752Z,"Ontario-Quebec border region, Canada",earthquake,,,,,reviewed,ott,ott
2010-06-23T17:41:42.700Z,45.8835,-75.475,18.89,5.35,ml,56,82,,0.28,ld,ld2010062300,2017-04-26T18:11:04.408Z,"Ontario-Quebec border region, Canada",earthquake,0.25,0.31,0.2,,reviewed,ld,ld
2010-06-03T12:25:02.930Z,40.0863333,-76.9736667,1.5,3.05,md,14,138,0.5025,0.35,ld,ld2010060301,2016-08-31T18:40:45.687Z,"Pennsylvania",earthquake,0.68,31.61,0.15,,reviewed,ld,ld
2010-05-30T02:34:01.980Z,36.5485,-89.716,9.2,3.1,md,39,50,0.04211,0.07,nm,nm607341,2016-04-08T14:27:12.910Z,"10km WSW of Lilbourn, Missouri",earthquake,0.2,0.6,0.144,18,reviewed,nm,nm
2010-05-16T00:34:43.270Z,49.705,-66.943,18,3.1,mblg,19,82.6,,,us,usp000hct8,2014-11-07T01:41:29.590Z,"Gaspe Peninsula, Quebec, Canada",earthquake,,,,,reviewed,ott,ott
2010-05-06T14:04:54.490Z,34.187,-85.948,5,3.2,mblg,8,107.8,,1.17,us,usp000hcdk,2014-11-07T01:41:27.384Z,"Alabama",earthquake,,,,,reviewed,us,us
